상품명,색깔,카테고리,RGB,패턴재질,모양,계절,평균평점,스타일,종합점수
아르네 롱원피스,스카이블루,롱원피스,"163, 219, 231",무지,브이넥,봄 여름   ,4.928571429,청순,0
아르네 롱원피스,아이보리,롱원피스,"254, 255, 239",무지,브이넥,봄 여름   ,4.928571429,청순,0
아리 플레어 롱스커트,그레이,롱스커트,"169, 169, 169",무지,밴딩,여름 가을  ,4.1875,청순,0
아리 플레어 롱스커트,블랙,롱스커트 ,"0, 0, 0",무지,밴딩,여름 가을  ,4.1875,청순,0
아리아나 랩니트,아이보리,니트/스웨터,"254, 255, 239",무지,랩,겨울   ,4.485714286,청순,0
아멜로 플레어 롱원피스,블랙,롱원피스,"0, 0, 0",무지,셔링,봄 가을  ,4.928571429,청순,0
아미 플레어 롱스커트,라이트퍼플,롱스커트,"210, 206, 214",무지,밴딩,봄   ,4.625,청순,0
아미 플레어 롱스커트,민트,롱스커트,"183, 214, 173",무지,밴딩,봄   ,4.625,청순,0
아미 플레어 롱스커트,블랙,롱스커트,"0, 0, 0",무지,밴딩,봄   ,4.625,청순,0
아오니 셔링 랩롱원피스,바이올렛,롱원피스,"135, 96, 169",무지,랩,여름   ,5,청순,-0.39
아오니 셔링 랩롱원피스,아이보리,롱원피스,"254, 255, 239",무지,랩,여름   ,5,청순,-0.39
알리오 스퀘어 퍼프미니원피스,베이지,미니원피스,"214, 208, 174",무지,스퀘어넥,겨울   ,4.65,청순,0
알리오 스퀘어 퍼프미니원피스,블랙,미니원피스,"0, 0, 0",무지,스퀘어넥,겨울   ,4.65,청순,0
앨리스 체크 뷔스티에 롱원피스,블랙,롱원피스,"0, 0, 0",체크,뷔스티에,여름 가을  ,4.8,청순,0
에르 사선랩 골지니트,그레이,니트/스웨터,"169, 169, 169",골지,랩,겨울   ,4.47826087,청순,0
에르 사선랩 골지니트,베이지,니트/스웨터,"223, 211, 199",골지,랩,겨울   ,4.47826087,청순,0
에르 사선랩 골지니트,블랙,니트/스웨터,"0, 0, 0",골지,랩,겨울   ,4.47826087,청순,0
에르 사선랩 골지니트,스카이블루,니트/스웨터,"148, 193, 215",골지,랩,겨울   ,4.47826087,청순,0
에르 사선랩 골지니트,아이보리,니트/스웨터,"254, 255, 239",골지,랩,겨울   ,4.47826087,청순,0
에리얼 슬림핏 트임원피스,아이보리,롱원피스,"254, 255, 239",골지,꼬임,겨울   ,4.210526316,청순,0
에이비 카라 브이셔츠,아이보리,블라우스,"254, 255, 239",무지,카라,봄   ,4.857142857,청순,0
엔즈 꽈배기 여름니트,그레이,니트/스웨터,"169, 169, 169",꽈배기,라운드넥,여름   ,4.615384615,청순,-1.48
엔즈 꽈배기 여름니트,베이지,니트/스웨터,"223, 211, 199",꽈배기,라운드넥,여름   ,4.615384615,청순,-1.48
엔즈 꽈배기 여름니트,블루,니트/스웨터,"37, 84, 163",꽈배기,라운드넥,여름   ,4.615384615,청순,-1.48
엘리스 새틴 셔링블라우스,그레이,블라우스,"218, 214, 220",시스루,셔링,겨울   ,4.647058824,청순,0
엘리스 새틴 셔링블라우스,아이보리,블라우스,"254, 255, 239",시스루,셔링,겨울   ,4.647058824,청순,0
엘리스 새틴 셔링블라우스,핑크,블라우스,"255, 191, 202",시스루,셔링,겨울   ,4.647058824,청순,0
엠버 나시&가디건set,그레이,가디건,"169, 169, 169",골지,크롭,봄 여름  ,5,청순,0
엠버 나시&가디건set,아이보리,가디건,"254, 255, 239",골지,크롭,봄 여름  ,5,청순,0
윌리 플레어 롱스커트,스카이블루,롱스커트 ,"149, 197, 218",무지,플레어,봄 가을  ,4.5625,청순,0
유즈얼 랩브이니트,그레이,니트/스웨터,"169, 169, 169",골지,브이넥,겨울   ,4.588785047,청순,0
유즈얼 랩브이니트,베이지,니트/스웨터,"223, 211, 199",골지,브이넥,겨울   ,4.588785047,청순,0
이헨 셔링블라우스,스카이블루,블라우스,"171, 189, 203",무지,셔링,봄 가을  ,4.827586207,청순,0
재즈 울 플리츠스커트,브라운,롱스커트,"133, 106, 49",기모,플리츠,겨울   ,5,청순,0
재즈 울 플리츠스커트,블랙,롱스커트,"0, 0, 0",기모,플리츠,겨울   ,5,청순,0
젤르 린넨 라운드가디건,베이지,가디건,"215, 177, 112",린넨,라운드넥,여름   ,4.383561644,청순,-0.07
젤르 린넨 라운드가디건,블랙,가디건,"0, 0, 0",린넨,라운드넥,여름   ,4.383561644,청순,-0.07
젤르 린넨 라운드가디건,스카이블루,가디건,"168, 202, 229",린넨,라운드넥,여름   ,4.383561644,청순,-0.07
젤르 린넨 라운드가디건,퍼플,가디건,"200, 179, 209",린넨,라운드넥,여름   ,4.383561644,청순,-0.07
젤르 린넨 라운드가디건,핑크,가디건,"255, 191, 202",린넨,라운드넥,여름   ,4.383561644,청순,-0.07
젤르 린넨 라운드가디건,화이트,가디건,"255, 255, 255",린넨,라운드넥,여름   ,4.383561644,청순,-0.07
조이엘 플리츠 미니스커트,그레이,미니스커트,"169, 169, 169",골지,밴딩,봄 여름 가을 ,4,청순,0
조이엘 플리츠 미니스커트,네이비,미니스커트,"32, 42, 82",골지,밴딩,봄 여름 가을 ,4,청순,0
조이엘 플리츠 미니스커트,블랙,미니스커트,"0, 0, 0",골지,밴딩,봄 여름 가을 ,4,청순,0
조이엘 플리츠 미니스커트,아이보리,미니스커트,230225206,골지,밴딩,봄 여름 가을 ,4,청순,0
줄레아 블라우스,블랙,블라우스,"0, 0, 0",골지,유넥,봄 가을  ,4.5,청순,0.02
줄레아 블라우스,아이보리,블라우스,"254, 255, 239",골지,유넥,봄 가을  ,4.5,청순,0.02
쥬디 캉캉 미니스커트,아이보리,미니스커트,"254, 255, 239",무지,플레어,여름   ,4.833333333,청순,0
쥬디 캉캉 미니스커트,진베이지,미니스커트,"191, 173, 152",무지,플레어,여름   ,4.833333333,청순,0
쥬디스 여리니트,그레이,니트/스웨터,"169, 169, 169",도트,라운드넥,봄 가을  ,5,청순,-0.09
쥬디스 여리니트,아이보리,니트/스웨터,"254, 255, 239",도트,라운드넥,봄 가을  ,5,청순,-0.09
쥬안 꼬임스커트,화이트,미니스커트,"255, 255, 255",무지,꼬임,봄 여름 가을 ,4.625,청순,0
지넨 플리츠 롱원피스,블랙,롱원피스,"0, 0, 0",무지,셔링,여름   ,5,청순,-0.18
지넨 플리츠 롱원피스,크림,롱원피스,"240, 237, 225",무지,셔링,여름   ,5,청순,-0.18
지엘라 보트넥티,블랙,티셔츠,"0, 0, 0",무지,보트넥,겨울   ,4.641025641,청순,0
지엘라 보트넥티,스카이블루,티셔츠,"184, 214, 229",무지,보트넥,겨울   ,4.641025641,청순,0
지엘라 보트넥티,핑크,티셔츠,"255, 191, 202",무지,보트넥,겨울   ,4.641025641,청순,0
칠린 뷔스티에 롱원피스,베이지,롱원피스,"215, 177, 112",무지,뷔스티에,봄 여름 가을 ,4.909090909,청순,-0.06
칠린 뷔스티에 롱원피스,핑크,롱원피스,"255, 191, 202",무지,뷔스티에,봄 여름 가을 ,4.909090909,청순,-0.06
카디비 머메이드 롱스커트,민트,롱스커트,"183, 214, 173",무지,머메이드,봄 여름 가을 ,4.662100457,청순,0
카디비 머메이드 롱스커트,베이지,롱스커트,"209, 201, 161",무지,머메이드,봄 여름 가을 ,4.662100457,청순,0
카디비 머메이드 롱스커트,블랙,롱스커트,"0, 0, 0",무지,머메이드,봄 여름 가을 ,4.662100457,청순,0
카디비 머메이드 롱스커트,아이보리,롱스커트,"254, 255, 239",무지,머메이드,봄 여름 가을 ,4.662100457,청순,0
카디비 머메이드 롱스커트,아이보리 ,롱스커트,"254, 255, 239",무지,머메이드,봄 여름 가을 ,4.662100457,청순,0
카렌 배색 슬링백,베이지,샌들,"220, 187, 137",무지,샌들,봄 여름 가을 겨울,4.666666667,청순,-0.06
카렌 배색 슬링백,아이보리,샌들,"254, 255, 239",무지,샌들,봄 여름 가을 겨울,4.666666667,청순,-0.06
카일리 머메이드 롱원피스(벨트set),블랙,롱원피스,"0, 0, 0",무지,머메이드,겨울   ,4.40625,청순,0
카일리 머메이드 롱원피스(벨트set),크림,롱원피스,"240, 237, 225",무지,머메이드,겨울   ,4.40625,청순,0
칼리 물결 골지티,블랙,티셔츠,"0, 0, 0",골지,입술넥,봄 여름 가을 ,4.714285714,청순,0
칼리 물결 골지티,아이보리,티셔츠,"254, 255, 239",골지,입술넥,봄 여름 가을 ,4.714285714,청순,0
캐롯 플라워 셔링롱원피스,오렌지,롱원피스,"244, 164, 103",플라워,셔링,봄 가을  ,5,청순,-0.08
케네디 셔링 롱원피스,레드,롱원피스,"185, 47, 48",무지,셔링,여름   ,5,청순,-0.07
코노 셔츠원피스(벨트set),화이트,미니원피스,"255, 255, 255",무지,카라,봄 가을  ,4.454545455,청순,0
클레아 핀턱 롱스커트,베이지,롱스커트,"209, 201, 161",골지,밴딩,봄 가을  ,4.606060606,청순,0
클레아 핀턱 롱스커트,아이보리,롱스커트,"254, 255, 239",골지,밴딩,봄 가을  ,4.606060606,청순,0
토블론 알파카 폴라니트,스카이블루,니트/스웨터,"148, 193, 215",꽈배기,폴라,겨울   ,4.55,청순,0
튜나 브이 여름부클니트,베이지,니트/스웨터,"223, 211, 199",시스루,브이넥,여름   ,4.461538462,청순,0
트루디 블라우스,아이보리,블라우스,"254, 255, 239",무지,카라,봄 가을  ,5,청순,0
파스텔 브이니트,아이보리,니트/스웨터,"254, 255, 239",도트,브이넥,겨울   ,4.323529412,청순,0
파스텔 브이니트,핑크,니트/스웨터,"255, 191, 202",도트,브이넥,겨울   ,4.323529412,청순,0
팬시 오픈토샌들,블랙,샌들,"0, 0, 0",무지,샌들,봄 여름 가을 ,4.642857143,청순,0
팬시 오픈토샌들,연베이지,샌들,"233, 218, 189",무지,샌들,봄 여름 가을 ,4.642857143,청순,0
팬시 오픈토샌들,연베이지 ,샌들,"233, 218, 189",무지,샌들,봄 여름 가을 ,4.642857143,청순,0
팬시 오픈토샌들,진베이지,샌들,"230, 186, 140",무지,샌들,봄 여름 가을 ,4.642857143,청순,0
팬시 오픈토샌들,화이트,샌들,"255, 255, 255",무지,샌들,봄 여름 가을 ,4.642857143,청순,0
퍼제 양브이 크롭티,라벤더,티셔츠,"204, 140, 206",무지,크롭,봄 가을  ,4,청순,0
페어린 오픈카라 셔츠롱원피스,스카이블루,롱원피스,"163, 219, 231",무지,카라,봄 가을  ,4.958333333,청순,0
페어린 오픈카라 셔츠롱원피스,아이보리,롱원피스,"254, 255, 239",무지,카라,봄 가을  ,4.958333333,청순,0
퓨리 카라 블라우스,네이비,블라우스,"0, 0, 129",무지,카라,봄 가을  ,4.575,청순,0
퓨리 카라 블라우스,라벤더,블라우스,"205, 183, 208",무지,카라,봄 가을  ,4.575,청순,0
퓨리 카라 블라우스,민트,블라우스,"169, 224, 196",무지,카라,봄 가을  ,4.575,청순,0
퓨리 카라 블라우스,아이보리,블라우스,"254, 255, 239",무지,카라,봄 가을  ,4.575,청순,0
퓨얼 플리츠 롱스커트,베이지,롱스커트,"209, 201, 161",무지,쉬폰,봄 여름  ,4.762820513,청순,0
퓨얼 플리츠 롱스커트,블랙,롱스커트,"0, 0, 0",무지,쉬폰,봄 여름  ,4.762820513,청순,0
퓨얼 플리츠 롱스커트,아이보리,롱스커트,"254, 255, 239",무지,쉬폰,봄 여름  ,4.762820513,청순,0
퓨얼 플리츠 롱스커트,연베이지,롱스커트,"225, 204, 164",무지,쉬폰,봄 여름  ,4.762820513,청순,0
퓨엘 꼬임 뷔스티에원피스&가디건set,아이보리,투피스/세트,"254, 255, 239",무지,뷔스티에,여름   ,5,청순,0
프릴린 여리핏 하프가디건,라이트그레이,가디건,"192, 192, 192",시스루,꼬임,봄 가을  ,4.866666667,청순,-0.11
프릴린 여리핏 하프가디건,라이트베이지,가디건,"225, 204, 164",시스루,꼬임,봄 가을  ,4.866666667,청순,-0.11
프릴린 여리핏 하프가디건,민트,가디건,"159, 199, 178",시스루,꼬임,봄 가을  ,4.866666667,청순,-0.11
프릴린 여리핏 하프가디건,코랄핑크,가디건,"221, 186, 161",시스루,꼬임,봄 가을  ,4.866666667,청순,-0.11
프몬 레이스나시,블랙,민소매/나시,"0, 0, 0",레이스,나시,여름   ,4.666666667,청순,0
프몬 레이스나시,소라,민소매/나시,"150, 172, 213",레이스,나시,여름   ,4.666666667,청순,0
프몬 레이스나시,핑크,민소매/나시,"231, 191, 192",레이스,나시,여름   ,4.666666667,청순,0
하네스 체크 롱스커트,베이지,롱스커트,"209, 201, 161",체크,슬릿,여름   ,5,청순,-1.5
하네스 체크 롱스커트,블랙,롱스커트,"0, 0, 0",체크,슬릿,여름   ,5,청순,-1.5
하노 셔링 시스루블라우스,베이지,블라우스,"217, 205, 173",시스루,셔링,봄 가을  ,4.5,청순,0
하더 트위드 뷔스티에원피스,블랙,미니원피스,"0, 0, 0",트위드,뷔스티에,겨울   ,4.25,청순,0
하더 트위드 뷔스티에원피스,핑크,미니원피스,"255, 191, 202",트위드,뷔스티에,겨울   ,4.25,청순,0
하미 셔링 셔츠롱원피스(벨트set),크림,롱원피스,"240, 237, 225",무지,셔링,봄 여름 가을 ,4.941176471,청순,0
하밍 브이골지원피스,블랙,미니원피스,"0, 0, 0",골지,브이넥,봄 여름 가을 ,4,청순,-0.53
하밍 브이골지원피스,아이보리,미니원피스,"254, 255, 239",골지,브이넥,봄 여름 가을 ,4,청순,-0.53
하워드 시스루블라우스,아이보리,블라우스,"254, 255, 239",시스루,셔링,봄 가을  ,4.875,청순,0
하워드 시스루블라우스,핑크,블라우스,"255, 191, 202",시스루,셔링,봄 가을  ,4.875,청순,0
할로 카라랩블라우스,아이보리,블라우스,"254, 255, 239",무지,카라,봄 가을  ,4.272727273,청순,0
해수 캉캉원피스(벨트set),블루,미니원피스,"85, 121, 179",무지,리본,봄   ,4.638888889,청순,0
해수 캉캉원피스(벨트set),아이보리,미니원피스,"254, 255, 239",무지,리본,봄   ,4.638888889,청순,0
헤르스 체크 미니스커트,그레이,미니스커트,"169, 169, 169",체크,A라인,봄 겨울  ,4.716981132,청순,0
헤르스 체크 미니스커트,베이지,미니스커트,"221, 219, 200",체크,A라인,봄 겨울  ,4.716981132,청순,0
헤르스 체크 미니스커트,베이지 ,미니스커트,"221, 219, 200",체크,A라인,봄 겨울  ,4.716981132,청순,0
헤르스 체크 미니스커트,블랙,미니스커트,"0, 0, 0",체크,A라인,봄 겨울  ,4.716981132,청순,0
헤리스 랩 미니스커트,아이보리,미니스커트,"254, 255, 239",무지,랩,봄 여름  ,4.705882353,청순,0
헤리스 랩 미니스커트,핑크,미니스커트,"231, 191, 192",무지,랩,봄 여름  ,4.705882353,청순,0
헤이글 플라워 롱원피스,베이지,롱원피스,"215, 177, 112",플라워,라운드넥,봄 여름  ,4.84375,청순,0
헤이즐 네트 여리니트,그레이,니트/스웨터,"169, 169, 169",네트,라운드넥,겨울   ,4.508928571,청순,0
헤이즐 네트 여리니트,브라운,니트/스웨터,"151, 123, 54",네트,라운드넥,겨울   ,4.508928571,청순,0
헤이즐 네트 여리니트,아이보리,니트/스웨터,"254, 255, 239",네트,라운드넥,겨울   ,4.508928571,청순,0
헤이즐 네트 여리니트,오트밀,니트/스웨터,"236, 234, 219",네트,라운드넥,겨울   ,4.508928571,청순,0
후프 골지브이원피스,베이지,롱원피스,"215, 177, 112",스트라이프,골지,겨울   ,4.333333333,청순,0
히피 스퀘어 블라우스,아이보리,블라우스,"254, 255, 239",무지,오프숄더,봄 가을  ,4.416666667,청순,0
[DAYONE LABEL]난스판 컷팅 숏데님,블루,반바지,"69, 138, 190",데님,반바지,여름   ,0,캐주얼,-0.32
[DAYONE LABEL]내추럴 데미지 숏데님,빈티지블루,반바지,"137, 173, 203",데님,A라인,여름   ,0,캐주얼,-0.11
[DAYONE LABEL]내추럴 데미지 숏데님,포그그레이 ,반바지,"138, 138, 138",데님,A라인,여름   ,0,캐주얼,-0.11
[DAYONE LABEL]데일리 중청 하이스키니진,블루,스키니,"104, 144, 191",무지,슬림,봄 여름 가을 ,0,캐주얼,-0.05
[DAYONE LABEL]라이트블루 일자핏 데님팬츠,라이트블루,일자바지,"175, 206, 218",데님,일자,겨울   ,0,캐주얼,0
[DAYONE LABEL]라이트블루 일자핏 데님팬츠,라이트블루 ,일자바지,"175, 206, 218",데님,일자,겨울   ,0,캐주얼,0
[DAYONE LABEL]빈티지 중청 숏데님,내추럴블루,반바지,"116, 167, 204",데님,반바지,여름   ,0,캐주얼,-0.07
[DAYONE LABEL]빈티지 중청 숏데님,내추럴블루 ,반바지,"116, 167, 204",데님,반바지,여름   ,0,캐주얼,-0.07
[DAYONE LABEL]아이시블루 썸머 하이스키니진,아이시블루,스키니,"175, 196, 216",무지,슬림,여름   ,0,캐주얼,-0.06
[La belle rose]리모 크롭 후드집업,그레이,점퍼,"181, 181, 181",무지,크롭,봄 가을  ,0,캐주얼,0
[La belle rose]리모 크롭 후드집업,라벤더,점퍼,"225, 195, 209",무지,크롭,봄 가을  ,0,캐주얼,0
[La belle rose]리모 크롭 후드집업,블랙,점퍼,"0, 0, 0",무지,크롭,봄 가을  ,0,캐주얼,0
[La belle rose]샌디 크롭 후드집업(양기모),레디쉬브라운,점퍼,"190, 135, 110",무지,크롭,겨울   ,0,캐주얼,0
[La belle rose]샌디 크롭 후드집업(양기모),멜란지그레이,점퍼,"170, 170, 170",무지,크롭,겨울   ,0,캐주얼,0
[La belle rose]샌디 크롭 후드집업(양기모),블랙,점퍼,"0, 0, 0",무지,크롭,겨울   ,0,캐주얼,0
[La belle rose]썸띵 여리핏 맨투맨,멜란지그레이,맨투맨/스웨트셔츠,"204, 204, 204",무지,라운드넥,봄 가을  ,0,캐주얼,0
